hotel_name,rating,rating_description,review_count,star_rating,location,nearest_landmark,Distance_to_Landmark,Distance_to_Landmark(in_km),price_per_night,tax,city,state,address,price_range,latitude,longitude,amenities,hotel_type,phone_number,email,website,booking_url,description,check_in_time,check_out_time,room_types,data_source,data_quality_score
SVM Grand hotel,4.5,,419.0,,,,,,,,Hyderabad,Telangana,,,17.4017806,78.5453266,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,-895026,info@svmgrand.com,https://www.svmgrandhotel.com,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Vara lakshmi,4.2,,59.0,,,,,,,,Hyderabad,Telangana,,,17.4412177,78.5720904,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-183098,info@varalaksh.com,https://www.varalakshmi.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
kankarao,3.2,,49.0,,,,,,,,Hyderabad,Telangana,,,17.4437407,78.5721636,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-995430,info@kankarao.com,https://www.kankarao.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
RCC Hotels Majestic - LB Nagar,3.6,,420.0,,,,,,,,Hyderabad,Telangana,,,17.3408922,78.5211651,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-425771,info@rcchotels.com,https://www.rcchotelsmaje.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Shaghouse Cafe,4.1,,438.0,,,,,,,,Hyderabad,Telangana,,,17.3480136,78.4708349,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-292553,info@shaghouse.com,https://www.shaghousecafe.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Maruthi Residence,3.5,,439.0,,,,,,,,Hyderabad,Telangana,,,17.352762,78.5561168,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-639816,info@maruthire.com,https://www.maruthiresiden.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Royal Residency,3.9,,215.0,,,,,,,,Hyderabad,Telangana,,,17.402932,78.4629554,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-40206614,info@royalresi.com,https://hotelroyalresidencyhyd.com/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
vaishnavi hotel,3.9,,252.0,,,,,,,,Hyderabad,Telangana,,,17.3609019,78.5449042,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-588438,info@vaishnavi.com,https://www.vaishnavihotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Apsara hotel,3.6,,252.0,,,,,,,,Hyderabad,Telangana,,,17.3894012,78.4726316,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-321803,info@apsarahot.com,https://www.apsarahotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
New D Light lodge,3.6,,250.0,,,,,,,,Hyderabad,Telangana,"1-25/1, Jeedimetla Main Road, Shapur Nagar, Medchal Malkajgiri",,17.5142924,78.4474983,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,9966669926,karateanwartv11@gmail.com,https://www.newdlightlod.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Itsy Hotels Arastu Inn,4.0,,463.0,,,,,,,,Hyderabad,Telangana,"Bazaar 8822Ghat6704 Main72 Rd, Burhanuddin Community, Red Hills, Lakdikapul, Hyderabad, Telangana 50",,17.3978868,78.4628501,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-278349,info@itsyhotel.com,https://www.treebo.com/hotels-in-hyderabad/itsy-hotels-arastu-inn-red-hills-319/?city=hyderabad&hotelId=319&hotelSlug=treebo-trip-arastu-inn-red-hills&utm_campaign=hotelarastuinn&utm_medium=gplus&utm_source=partnerships,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Paigah,4.1,,262.0,,,,,,,,Hyderabad,Telangana,,,17.4440224,78.4831728,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-824982,info@hotelpaig.com,https://www.hotelpaigah.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Westin Hotel,3.5,,136.0,,,,,,,,Hyderabad,Telangana,,,17.442418,78.3817673,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-413091,info@westinhot.com,http://www.westinhyderabadmindspace.com/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Novotel,3.7,,299.0,,,,,,,,Hyderabad,Telangana,,,17.4725521,78.372596,Free WiFi,Budget,-194488,info@novotel.com,https://www.novotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
The Central Court,3.4,,97.0,,,,,,,,Hyderabad,Telangana,,,17.4043396,78.465155,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-798706,info@thecentra.com,https://www.thecentralcou.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hampshire Plaza Hotel,4.1,,324.0,,,,,,,,Hyderabad,Telangana,,,17.4051727,78.4645973,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-927080,info@hampshire.com,https://www.hampshireplaza.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Dwaraka,4.0,,415.0,,,,,,,,Hyderabad,Telangana,,,17.4056177,78.4641462,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-128102,info@hoteldwar.com,https://www.hoteldwaraka.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Peppermint Hotel,4.1,,373.0,,,,,,,,Hyderabad,Telangana,,,17.4062704,78.4631493,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-874312,info@peppermint.com,https://www.pepperminthote.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Best Western Ashoka,3.6,,324.0,,,,,,,,Hyderabad,Telangana,,,17.4041448,78.4653993,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 7306000222,info@bestwesternashoka.com,https://www.bestwesternashoka.com/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
The Park,3.7,,489.0,,,,,,,,Hyderabad,Telangana,,,17.423665,78.4621911,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-111960,info@thepark.com,https://www.thepark.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Pearl Regency,3.4,,340.0,,,,,,,,Hyderabad,Telangana,,,17.4025655,78.4631526,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-661852,info@hotelpear.com,https://www.hotelpearlreg.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Taj Krishna,4.5,,403.0,5.0,,,,,,,Hyderabad,Telangana,"1, Road Number 1, Hyderabad",,17.4161741,78.4502069,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,+91 040-6666 2323,tkhresv.hyd@tajhotels.com,https://www.tajhotels.com/en-in/taj/taj-krishna-hyderabad/,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Taj Deccan,4.4,,104.0,,,,,,,,Hyderabad,Telangana,"road no 1, Banjara Hills,, Hyderabad",,17.4183841,78.4506241,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,-66669948,info@tajdeccan.com,"https://www.tajhotels.com/Business/Taj%20Deccan,Hyderabad/default.htm",,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Hotel Daspalla,3.3,,149.0,4.0,,,,,,,Hyderabad,Telangana,"Road No 36, Hyderabad",,17.437044,78.398505,Bar,Budget,+91 40 6654 5678,info@hoteldasp.com,https://www.daspallahotels.com/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Jubilee Ridge,3.6,,489.0,,,,,,,,Hyderabad,Telangana,,,17.4401359,78.3985086,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-701393,info@jubileeri.com,https://www.jubileeridge.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hyatt,3.3,,471.0,5.0,,,,,,,Hyderabad,Telangana,Hyderabad,,17.4184587,78.3415749,Free WiFi,Budget,-773026,info@hyatt.com,https://www.hyatt.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Greenpark Hotel,3.7,,208.0,,,,,,,,Hyderabad,Telangana,,,17.4364695,78.4537044,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-514390,info@greenpark.com,https://www.greenparkhotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Jagadamba Hotel,4.2,,183.0,,,,,,,,Hyderabad,Telangana,,,17.4114884,78.6067284,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-152684,info@jagadamba.com,https://www.jagadambahotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Radisson Blu Plaza Hotel,3.8,,57.0,,,,,,,,Hyderabad,Telangana,,,17.4222011,78.4413738,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-816014,info@radissonb.com,https://www.radissonblupl.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Yatri Niwas,3.5,,368.0,,,,,,,,Hyderabad,Telangana,,,17.4426591,78.4840313,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-656115,info@yatriniwa.com,https://www.yatriniwas.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Katriya Hotel & Towers,3.5,,265.0,,,,,,,,Hyderabad,Telangana,,,17.4247428,78.4594775,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-925025,info@katriyaho.com,https://www.katriyahotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Courtyard Hyderabad,3.2,,402.0,,,,,,,,Hyderabad,Telangana,,,17.4235333,78.4877207,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-867165,info@courtyard.com,https://www.courtyardhyder.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Ellaa Hotel,3.9,,495.0,,,,,,,,Hyderabad,Telangana,,,17.4419061,78.3444569,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-335352,info@ellaahote.com,https://www.ellaahotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
athidi,3.4,,173.0,,,,,,,,Hyderabad,Telangana,,,17.4938314,78.3522517,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-865245,info@athidi.com,https://www.athidi.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Palm Villa,3.3,,130.0,,,,,,,,Hyderabad,Telangana,,,17.3902854,78.316635,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-294220,info@palmvilla.com,https://www.palmvilla.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Trishul Grand,4.6,,178.0,,,,,,,,Hyderabad,Telangana,"Main Road, Madhapur, Hyderabad",,17.4405908,78.3920594,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,+91 82973 67288,sm@hoteltrishulgrand.com,https://www.hoteltrishulgrand.com/,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Udupi hotel,4.2,,196.0,,,,,,,,Hyderabad,Telangana,,,17.4930945,78.4101798,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-640488,info@udupihote.com,https://www.udupihotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Club Villa,4.1,,291.0,,,,,,,,Hyderabad,Telangana,,,17.3898022,78.3172034,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-751861,info@clubvilla.com,https://www.clubvilla.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Green Wood Villa,3.8,,108.0,,,,,,,,Hyderabad,Telangana,,,17.3901921,78.3161477,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-964534,info@greenwood.com,https://www.greenwoodvill.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Duplex Villa,4.2,,66.0,,,,,,,,Hyderabad,Telangana,,,17.390191,78.3171174,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-731163,info@duplexvil.com,https://www.duplexvilla.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Pool Villa,3.8,,90.0,,,,,,,,Hyderabad,Telangana,,,17.3900636,78.3171957,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-685743,info@poolvilla.com,https://www.poolvilla.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Park Hyatt,4.1,,101.0,,,,,,,,Hyderabad,Telangana,,,17.424798,78.4296151,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-813278,info@parkhyatt.com,https://www.parkhyatt.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
NKM's Grand Hotel,4.5,,39.0,,,,,,,,Hyderabad,Telangana,,,17.4172114,78.4556832,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,-535690,info@nkmsgran.com,https://www.nkmsgrandhot.com,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Avasa,3.9,,356.0,,,,,,,,Hyderabad,Telangana,,,17.4469614,78.3837628,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-544058,info@avasa.com,https://www.avasa.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
sree banquets,3.8,,305.0,,,,,,,,Hyderabad,Telangana,,,17.3601435,78.5438612,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-784213,info@sreebanqu.com,https://www.sreebanquets.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Marigold Hotel,3.8,,428.0,,,,,,,,Hyderabad,Telangana,Greenlands,,17.4375166,78.4546548,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 40 6736 3636,info@marigoldh.com,https://www.marigoldhotels.com/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
OYO Imax Inn,3.5,,226.0,3.0,,,,,,,Hyderabad,Telangana,,,17.3826206,78.4733301,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 93139 31393,info@oyoimaxi.com,https://www.oyoimaxinn.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Taj Mahal Hotel,4.4,,447.0,,,,,,,,Hyderabad,Telangana,,,17.3916484,78.4768178,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,-265434,info@tajmahal.com,https://www.tajmahalhotel.com,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Trident,4.0,,371.0,,,,,,,,Hyderabad,Telangana,,,17.4497822,78.3788674,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-371967,info@trident.com,https://www.trident.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Tiffin center,4.0,,358.0,0.0,,,,,,,Hyderabad,Telangana,,,17.3382318,78.382076,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-134088,info@tiffincen.com,https://www.tiffincenter.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,95.0
Hotel Abode,3.2,,364.0,,,,,,,,Hyderabad,Telangana,,,17.4052459,78.465092,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-962428,info@hotelabod.com,https://www.hotelabode.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Venkateswara,3.3,,493.0,,,,,,,,Hyderabad,Telangana,,,17.4047998,78.4648217,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-491403,info@hotelvenk.com,https://www.hotelvenkatesw.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Ibis,3.7,,267.0,,,,,,,,Hyderabad,Telangana,,,17.4475506,78.3788645,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-489215,info@ibis.com,https://www.ibis.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Westside Hotel,4.0,,415.0,,,,,,,,Hyderabad,Telangana,"Plot No 95, street number 3, Hyderabad",,17.4463924,78.3813106,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-894092,info@westsideh.com,https://www.westsidehotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hyderabad Mercure KCP,3.4,,363.0,,,,,,,,Hyderabad,Telangana,Hyderabad,,17.4177189,78.4566988,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-984178,info@hyderabad.com,https://www.hyderabadmercu.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Taj Falaknuma Palace,4.8,,200.0,,,,,,,,Hyderabad,Telangana,,,17.3309911,78.4671462,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,-579871,info@tajfalakn.com,https://www.tajfalaknumap.com,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Bismillah hotel,3.9,,192.0,,,,,,,,Hyderabad,Telangana,"street no 12, hyderabad",,17.3816329,78.5022673,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-445284,info@bismillah.com,https://www.bismillahhotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
shabana,4.0,,422.0,,,,,,,,Hyderabad,Telangana,,,17.3396431,78.3621447,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-231840,info@shabana.com,https://www.shabana.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
ellite,4.0,,357.0,,,,,,,,Hyderabad,Telangana,,,17.3546539,78.379483,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-536425,info@ellite.com,https://www.ellite.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
H-Square,3.7,,396.0,,,,,,,,Hyderabad,Telangana,,,17.3923515,78.5585071,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-801144,info@hsquare.com,https://www.hsquare.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Le Méridien,3.6,,182.0,,,,,,,,Hyderabad,Telangana,,,17.4497788,78.3634537,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-978317,info@lemridie.com,https://www.lemridien.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
chai adda,3.5,,437.0,,,,,,,,Hyderabad,Telangana,,,17.4662333,78.4731755,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-597172,info@chaiadda.com,https://www.chaiadda.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Indiana Cafe,3.5,,361.0,,,,,,,,Hyderabad,Telangana,,,17.3593306,78.4430654,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-508321,info@indianaca.com,https://www.indianacafe.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Holiday Inn Express Hyderabad HITEC City,3.7,,435.0,,,,,,,,Hyderabad,Telangana,"35, Phoenix Avance Business Park, Hyderabad",,17.4474931,78.3732833,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 040-71330330,info@holidayin.com,https://www.ihg.com/holidayinnexpress/hotels/us/en/hyderabad/hydtc/hoteldetail,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Sheraton Hotel,4.1,,322.0,,,,,,,,Hyderabad,Telangana,,,17.4219294,78.3369476,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-442703,info@sheratonh.com,https://www.sheratonhotel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Umaid Bhawan,3.4,,348.0,,,,,,,,Jaipur,Rajasthan,Jaipur,,26.928392,75.7922242,Swimming Pool,Budget,-239493,info@umaidbhaw.com,https://www.umaidbhawan.com/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Holiday Inn,3.6,,312.0,,,,,,,,Jaipur,Rajasthan,,,26.9441899,75.8390478,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-907796,info@holidayin.com,https://www.holidayinn.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Jasvilas,3.9,,158.0,,,,,,,,Jaipur,Rajasthan,"C-9, Sawai Jai Singh Highway, Jaipur",,26.9298944,75.7879303,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-153799,info@jasvilas.com,https://www.jasvilas.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
The Oberoi  Rajvilas,4.1,,35.0,5.0,,,,,,,Jaipur,Rajasthan,,,26.8763394,75.8838128,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,-725036,info@theoberoi.com,https://www.theoberoiraj.com,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Devi Niketan Heritage Hotel,3.8,,55.0,,,,,,,,Jaipur,Rajasthan,Jaipur,,26.912392,75.796346,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 141 2370076,deviniketan@gmail.com,https://www.deviniketan.com/,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Royal Guest House,3.9,,160.0,,,,,,,,Jaipur,Rajasthan,,,26.9239979,75.799532,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-294955,info@royalgues.com,https://www.royalguesthou.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Shahpura House,4.0,,460.0,5.0,,,,,,,Jaipur,Rajasthan,Jaipur,,26.9278442,75.7877823,Free WiFi,Budget,-166851,info@shahpurah.com,https://www.shahpurahouse.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Paradise,3.7,,433.0,,,,,,,,Jaipur,Rajasthan,,,26.9480695,75.7736096,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-1006826,info@paradise.com,https://www.paradise.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Dera Rawatsar - Heritage Hotel,3.2,,404.0,3.0,,,,,,,Jaipur,Rajasthan,Jaipur,,26.9252318,75.8015175,Free WiFi,Budget,-868098,info@derarawat.com,https://www.derarawatsar.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Pearl Palace Hotel,4.6,,285.0,,,,,,,,Jaipur,Rajasthan,Jaipur,,26.9163557,75.7955547,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,-672088,info@pearlpala.com,https://www.pearlpalaceho.com,,,14.0,12.0,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100.0
Jaipur Inn,3.9,,444.0,,,,,,,,Jaipur,Rajasthan,,,26.9284885,75.7981485,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-676799,info@jaipurinn.com,https://www.jaipurinn.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Jwala Niketan,3.8,,313.0,,,,,,,,Jaipur,Rajasthan,Jaipur,,26.9199193,75.8003982,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-529799,info@jwalanike.com,https://www.jwalaniketan.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Devraj Niwas - Boutique Hotel,3.6,,388.0,,,,,,,,Jaipur,Rajasthan,Jaipur,,26.9219552,75.7932865,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-170139,info@devrajniw.com,https://www.devrajniwas.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Alsisar's Haveli,4.2,,495.0,,,,,,,,Jaipur,Rajasthan,"Sansar Chandra Rd, Shri Ram Colony, Sindhi Camp, Jaipur, Rajasthan 302001, Jaipur",,26.9229753,75.80485,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-573435,info@alsisars.com,https://www.alsisarshavel.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Hotel Om Tower,3.3,,325.0,,,,,,,,Jaipur,Rajasthan,,,26.9179313,75.7999767,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-212969,info@hotelomt.com,https://www.hotelomtower.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Ever Green,3.4,,90.0,,,,,,,,Jaipur,Rajasthan,,,26.9155935,75.8043122,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-408332,info@evergreen.com,https://www.evergreen.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Akriti,3.5,,342.0,,,,,,,,Jaipur,Rajasthan,,,26.9251979,75.7981268,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,-416154,info@akriti.com,https://www.akriti.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
Jypore Saffron Inn And Suites,4.1,,185.0,,,,,,,,Jaipur,Rajasthan,"Ajmer Road, Jaipur",,26.8766515,75.7179021,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,9.20E+11,info@jyporesaf.com,http://www.jyporesaffron.com,,,14.0,12.0,"Standard Room, Deluxe Room",OpenStreetMap,100.0
